Iteration	Durchschnittsdichte
836	1.08039
837	1.08288
838	1.08532
839	1.08767
840	1.08992
841	1.09202
842	1.09396
843	1.09572
844	1.09725
845	1.09856
846	1.09961
847	1.1004
848	1.10091
849	1.10114
850	1.10108
851	1.10074
852	1.10013
853	1.09924
854	1.09811
855	1.09673
856	1.09514
857	1.09334
858	1.09138
859	1.08927
860	1.08704
861	1.08473
862	1.08236
863	1.07995
864	1.07755
865	1.07518
866	1.07286
867	1.07062
868	1.06849
869	1.06649
870	1.06463
871	1.06294
872	1.06143
873	1.06012
874	1.05901
875	1.05813
876	1.05745
877	1.05701
878	1.05679
879	1.05681
880	1.05705
881	1.05752
882	1.05821
883	1.05912
884	1.06023
885	1.06154
886	1.06303
887	1.06469
888	1.06651
889	1.06846
890	1.07053
891	1.07269
892	1.07493
893	1.07721
894	1.07951
895	1.08181
896	1.08407
897	1.08628
898	1.08839
899	1.09039
900	1.09224
901	1.09392
902	1.09542
903	1.0967
904	1.09776
905	1.09858
906	1.09915
907	1.09946
908	1.09951
909	1.09929
910	1.09882
911	1.0981
912	1.09713
913	1.09594
914	1.09455
915	1.09296
916	1.09121
917	1.08931
918	1.08729
919	1.08518
920	1.08301
921	1.08079
922	1.07856
923	1.07635
924	1.07417
925	1.07206
926	1.07003
927	1.06812
928	1.06632
929	1.06468
930	1.06319
931	1.06188
932	1.06076
933	1.05984
934	1.05912
935	1.05861
936	1.05832
937	1.05824
938	1.05838
939	1.05873
940	1.05929
941	1.06005
942	1.06101
943	1.06215
944	1.06348
945	1.06496
946	1.0666
947	1.06836
948	1.07025
949	1.07222
950	1.07427
951	1.07637
952	1.0785
953	1.08063
954	1.08274
955	1.0848
956	1.08679
957	1.08869
958	1.09046
959	1.09209
960	1.09355
961	1.09483
962	1.09591
963	1.09677
964	1.0974
965	1.0978
966	1.09795
967	1.09786
968	1.09753
969	1.09697
970	1.09618
971	1.09517
972	1.09397
973	1.09258
974	1.09103
975	1.08933
976	1.08752
977	1.08561
978	1.08362
979	1.08158
980	1.07953
981	1.07747
982	1.07543
983	1.07345
984	1.07153
985	1.0697
986	1.06797
987	1.06637
988	1.06492
989	1.06362
990	1.06249
991	1.06153
992	1.06076
993	1.06019
994	1.05982
995	1.05965
996	1.05968
997	1.05991
998	1.06034
999	1.06097
1000	1.06178
